id,source_name,interaction,target_name,impact,weight,scientific_evidence,source_type,source,target,shared_name,shared_interaction,name,SUID,selected
1017.0,Caloric Restriction,decrease,DNA Damage,good,3.0,3.0,mechanism,104.0,107.0,Caloric Restriction (decrease) DNA Damage,decrease,Caloric Restriction (decrease) DNA Damage,1017.0,False
1018.0,Caloric Restriction,decrease,mTOR Signaling,good,3.0,3.0,mechanism,104.0,114.0,Caloric Restriction (decrease) mTOR Signaling,decrease,Caloric Restriction (decrease) mTOR Signaling,1018.0,False
1019.0,Caloric Restriction,decrease,Oxidative Stress (incl. ROS),good,3.0,3.0,mechanism,104.0,116.0,Caloric Restriction (decrease) Oxidative Stress (incl. ROS),decrease,Caloric Restriction (decrease) Oxidative Stress (incl. ROS),1019.0,False
1020.0,Caloric Restriction,increase,Sirtuin Activation,good,4.0,4.0,mechanism,104.0,117.0,Caloric Restriction (increase) Sirtuin Activation,increase,Caloric Restriction (increase) Sirtuin Activation,1020.0,False
1021.0,CD38 Activity,decrease,NAD Levels,bad,4.0,3.0,mechanism,105.0,115.0,CD38 Activity (decrease) NAD Levels,decrease,CD38 Activity (decrease) NAD Levels,1021.0,False
1022.0,Cellular Senescence,increase,Hormonal Changes,bad,3.0,3.0,mechanism,106.0,110.0,Cellular Senescence (increase) Hormonal Changes,increase,Cellular Senescence (increase) Hormonal Changes,1022.0,False
1023.0,Cellular Senescence,increase,Inflammation,bad,3.0,3.0,mechanism,106.0,111.0,Cellular Senescence (increase) Inflammation,increase,Cellular Senescence (increase) Inflammation,1023.0,False
1024.0,DNA Damage,increase,Cellular Senescence,bad,5.0,5.0,mechanism,107.0,106.0,DNA Damage (increase) Cellular Senescence,increase,DNA Damage (increase) Cellular Senescence,1024.0,False
1025.0,DNA Damage,increase,Epigenetic Changes,bad,4.0,4.0,mechanism,107.0,108.0,DNA Damage (increase) Epigenetic Changes,increase,DNA Damage (increase) Epigenetic Changes,1025.0,False
1026.0,Epigenetic Changes,modulate,AMPK Signaling,complex,4.0,3.0,mechanism,108.0,102.0,Epigenetic Changes (modulate) AMPK Signaling,modulate,Epigenetic Changes (modulate) AMPK Signaling,1026.0,False
1027.0,Epigenetic Changes,increase,Cellular Senescence,bad,3.0,3.0,mechanism,108.0,106.0,Epigenetic Changes (increase) Cellular Senescence,increase,Epigenetic Changes (increase) Cellular Senescence,1027.0,False
1028.0,Epigenetic Changes,increase,Oxidative Stress (incl. ROS),bad,3.0,3.0,mechanism,108.0,116.0,Epigenetic Changes (increase) Oxidative Stress (incl. ROS),increase,Epigenetic Changes (increase) Oxidative Stress (incl. ROS),1028.0,False
1029.0,Epigenetic Changes,decrease,Sirtuin Activation,bad,3.0,3.0,mechanism,108.0,117.0,Epigenetic Changes (decrease) Sirtuin Activation,decrease,Epigenetic Changes (decrease) Sirtuin Activation,1029.0,False
1030.0,Glutathione Levels,decrease,Cellular Senescence,good,3.0,3.0,mechanism,119.0,106.0,Glutathione Levels (decrease) Cellular Senescence,decrease,Glutathione Levels (decrease) Cellular Senescence,1030.0,False
1031.0,Glutathione Levels,decrease,DNA Damage,good,3.0,3.0,mechanism,119.0,107.0,Glutathione Levels (decrease) DNA Damage,decrease,Glutathione Levels (decrease) DNA Damage,1031.0,False
1032.0,Glutathione Levels,decrease,Inflammation,good,4.0,4.0,mechanism,119.0,111.0,Glutathione Levels (decrease) Inflammation,decrease,Glutathione Levels (decrease) Inflammation,1032.0,False
1033.0,Glutathione Levels,increase,Insulin Sensitivity,good,3.0,3.0,mechanism,119.0,112.0,Glutathione Levels (increase) Insulin Sensitivity,increase,Glutathione Levels (increase) Insulin Sensitivity,1033.0,False
1034.0,Glutathione Levels,decrease,Oxidative Stress (incl. ROS),good,5.0,5.0,mechanism,119.0,116.0,Glutathione Levels (decrease) Oxidative Stress (incl. ROS),decrease,Glutathione Levels (decrease) Oxidative Stress (incl. ROS),1034.0,False
1035.0,Glutathione Levels,increase,Sirtuin Activation,good,2.0,2.0,mechanism,119.0,117.0,Glutathione Levels (increase) Sirtuin Activation,increase,Glutathione Levels (increase) Sirtuin Activation,1035.0,False
1036.0,Glycation,increase,AGEs,bad,5.0,5.0,mechanism,109.0,101.0,Glycation (increase) AGEs,increase,Glycation (increase) AGEs,1036.0,False
1037.0,Glycation,decrease,Insulin Sensitivity,bad,4.0,4.0,mechanism,109.0,112.0,Glycation (decrease) Insulin Sensitivity,decrease,Glycation (decrease) Insulin Sensitivity,1037.0,False
1038.0,Hormonal Changes,increase,Inflammation,bad,3.0,3.0,mechanism,110.0,111.0,Hormonal Changes (increase) Inflammation,increase,Hormonal Changes (increase) Inflammation,1038.0,False
1039.0,Hormonal Changes,decrease,Insulin Sensitivity,bad,3.0,3.0,mechanism,110.0,112.0,Hormonal Changes (decrease) Insulin Sensitivity,decrease,Hormonal Changes (decrease) Insulin Sensitivity,1039.0,False
1040.0,Hormonal Changes,increase,Oxidative Stress (incl. ROS),bad,3.0,3.0,mechanism,110.0,116.0,Hormonal Changes (increase) Oxidative Stress (incl. ROS),increase,Hormonal Changes (increase) Oxidative Stress (incl. ROS),1040.0,False
1041.0,Inflammation,increase,Epigenetic Changes,bad,3.0,3.0,mechanism,111.0,108.0,Inflammation (increase) Epigenetic Changes,increase,Inflammation (increase) Epigenetic Changes,1041.0,False
1042.0,Inflammation,decrease,Insulin Sensitivity,bad,3.0,3.0,mechanism,111.0,112.0,Inflammation (decrease) Insulin Sensitivity,decrease,Inflammation (decrease) Insulin Sensitivity,1042.0,False
1043.0,Inflammation,decrease,NAD Levels,bad,3.0,3.0,mechanism,111.0,115.0,Inflammation (decrease) NAD Levels,decrease,Inflammation (decrease) NAD Levels,1043.0,False
1044.0,Inflammation,bi-amplify,Oxidative Stress (incl. ROS),bad,3.0,3.0,mechanism,111.0,116.0,Inflammation (bi-amplify) Oxidative Stress (incl. ROS),bi-amplify,Inflammation (bi-amplify) Oxidative Stress (incl. ROS),1044.0,False
1045.0,Insulin Sensitivity,increase,AMPK Signaling,good,3.0,3.0,mechanism,112.0,102.0,Insulin Sensitivity (increase) AMPK Signaling,increase,Insulin Sensitivity (increase) AMPK Signaling,1045.0,False
1046.0,Insulin Sensitivity,decrease,mTOR Signaling,good,3.0,3.0,mechanism,112.0,114.0,Insulin Sensitivity (decrease) mTOR Signaling,decrease,Insulin Sensitivity (decrease) mTOR Signaling,1046.0,False
1047.0,Mitochondrial Dysfunction,increase,Autophagy,good,3.0,3.0,mechanism,113.0,103.0,Mitochondrial Dysfunction (increase) Autophagy,increase,Mitochondrial Dysfunction (increase) Autophagy,1047.0,False
1048.0,Mitochondrial Dysfunction,increase,Cellular Senescence,bad,3.0,3.0,mechanism,113.0,106.0,Mitochondrial Dysfunction (increase) Cellular Senescence,increase,Mitochondrial Dysfunction (increase) Cellular Senescence,1048.0,False
1049.0,Mitochondrial Dysfunction,increase,Oxidative Stress (incl. ROS),bad,3.0,3.0,mechanism,113.0,116.0,Mitochondrial Dysfunction (increase) Oxidative Stress (incl. ROS),increase,Mitochondrial Dysfunction (increase) Oxidative Stress (incl. ROS),1049.0,False
1050.0,mTOR Signaling,bi-inhibit,Autophagy,complex,3.0,3.0,mechanism,114.0,103.0,mTOR Signaling (bi-inhibit) Autophagy,bi-inhibit,mTOR Signaling (bi-inhibit) Autophagy,1050.0,False
1051.0,mTOR Signaling,increase,Cellular Senescence,bad,5.0,5.0,mechanism,114.0,106.0,mTOR Signaling (increase) Cellular Senescence,increase,mTOR Signaling (increase) Cellular Senescence,1051.0,False
1052.0,mTOR Signaling,modulate,DNA Damage,bad,4.0,4.0,mechanism,114.0,107.0,mTOR Signaling (modulate) DNA Damage,modulate,mTOR Signaling (modulate) DNA Damage,1052.0,False
1053.0,mTOR Signaling,increase,Inflammation,bad,5.0,5.0,mechanism,114.0,111.0,mTOR Signaling (increase) Inflammation,increase,mTOR Signaling (increase) Inflammation,1053.0,False
1054.0,mTOR Signaling,increase,Oxidative Stress (incl. ROS),bad,3.0,3.0,mechanism,114.0,116.0,mTOR Signaling (increase) Oxidative Stress (incl. ROS),increase,mTOR Signaling (increase) Oxidative Stress (incl. ROS),1054.0,False
1055.0,NAD Levels,increase,Autophagy,good,3.0,3.0,mechanism,115.0,103.0,NAD Levels (increase) Autophagy,increase,NAD Levels (increase) Autophagy,1055.0,False
1056.0,NAD Levels,decrease,Mitochondrial Dysfunction,bad,5.0,5.0,mechanism,115.0,113.0,NAD Levels (decrease) Mitochondrial Dysfunction,decrease,NAD Levels (decrease) Mitochondrial Dysfunction,1056.0,False
1057.0,NAD Levels,decrease,Oxidative Stress (incl. ROS),good,5.0,5.0,mechanism,115.0,116.0,NAD Levels (decrease) Oxidative Stress (incl. ROS),decrease,NAD Levels (decrease) Oxidative Stress (incl. ROS),1057.0,False
1058.0,NAD Levels,increase,Sirtuin Activation,good,4.0,4.0,mechanism,115.0,117.0,NAD Levels (increase) Sirtuin Activation,increase,NAD Levels (increase) Sirtuin Activation,1058.0,False
1059.0,Oxidative Stress (incl. ROS),increase,Cellular Senescence,bad,3.0,3.0,mechanism,116.0,106.0,Oxidative Stress (incl. ROS) (increase) Cellular Senescence,increase,Oxidative Stress (incl. ROS) (increase) Cellular Senescence,1059.0,False
1061.0,Oxidative Stress (incl. ROS),increase,DNA Damage,bad,5.0,5.0,mechanism,116.0,107.0,Oxidative Stress (incl. ROS) (increase) DNA Damage,increase,Oxidative Stress (incl. ROS) (increase) DNA Damage,1061.0,False
1062.0,Oxidative Stress (incl. ROS),increase,Glycation,bad,3.0,3.0,mechanism,116.0,109.0,Oxidative Stress (incl. ROS) (increase) Glycation,increase,Oxidative Stress (incl. ROS) (increase) Glycation,1062.0,False
1063.0,Oxidative Stress (incl. ROS),bi-amplify,Inflammation,bad,3.0,3.0,mechanism,116.0,111.0,Oxidative Stress (incl. ROS) (bi-amplify) Inflammation,bi-amplify,Oxidative Stress (incl. ROS) (bi-amplify) Inflammation,1063.0,False
1064.0,Oxidative Stress (incl. ROS),decrease,Insulin Sensitivity,bad,5.0,5.0,mechanism,116.0,112.0,Oxidative Stress (incl. ROS) (decrease) Insulin Sensitivity,decrease,Oxidative Stress (incl. ROS) (decrease) Insulin Sensitivity,1064.0,False
1065.0,Oxidative Stress (incl. ROS),increase,Mitochondrial Dysfunction,bad,3.0,3.0,mechanism,116.0,113.0,Oxidative Stress (incl. ROS) (increase) Mitochondrial Dysfunction,increase,Oxidative Stress (incl. ROS) (increase) Mitochondrial Dysfunction,1065.0,False
1066.0,Oxidative Stress (incl. ROS),decrease,NAD Levels,bad,4.0,3.0,mechanism,116.0,115.0,Oxidative Stress (incl. ROS) (decrease) NAD Levels,decrease,Oxidative Stress (incl. ROS) (decrease) NAD Levels,1066.0,False
1067.0,Oxidative Stress (incl. ROS),bi-inhibit,Sirtuin Activation,bad,4.0,4.0,mechanism,116.0,117.0,Oxidative Stress (incl. ROS) (bi-inhibit) Sirtuin Activation,bi-inhibit,Oxidative Stress (incl. ROS) (bi-inhibit) Sirtuin Activation,1067.0,False
1068.0,Sirtuin Activation,decrease,DNA Damage,good,2.0,2.0,mechanism,117.0,107.0,Sirtuin Activation (decrease) DNA Damage,decrease,Sirtuin Activation (decrease) DNA Damage,1068.0,False
1069.0,Sirtuin Activation,bi-inhibit,Oxidative Stress (incl. ROS),good,5.0,5.0,mechanism,117.0,116.0,Sirtuin Activation (bi-inhibit) Oxidative Stress (incl. ROS),bi-inhibit,Sirtuin Activation (bi-inhibit) Oxidative Stress (incl. ROS),1069.0,False
1070.0,Telomere Shortening,increase,Cellular Senescence,bad,5.0,5.0,mechanism,118.0,106.0,Telomere Shortening (increase) Cellular Senescence,increase,Telomere Shortening (increase) Cellular Senescence,1070.0,False
1071.0,Telomere Shortening,increase,DNA Damage,bad,5.0,5.0,mechanism,118.0,107.0,Telomere Shortening (increase) DNA Damage,increase,Telomere Shortening (increase) DNA Damage,1071.0,False
1072.0,Telomere Shortening,decrease,Sirtuin Activation,bad,3.0,3.0,mechanism,118.0,117.0,Telomere Shortening (decrease) Sirtuin Activation,decrease,Telomere Shortening (decrease) Sirtuin Activation,1072.0,False
2001.0,Alpha Lipoic Acid,decrease,AGEs,good,3.0,3.0,ingredient,176.0,101.0,Alpha Lipoic Acid (decrease) AGEs,decrease,Alpha Lipoic Acid (decrease) AGEs,2001.0,False
2002.0,Alpha Lipoic Acid,increase,Glutathione Levels,good,4.0,4.0,ingredient,176.0,119.0,Alpha Lipoic Acid (increase) Glutathione Levels,increase,Alpha Lipoic Acid (increase) Glutathione Levels,2002.0,False
2003.0,Alpha Lipoic Acid,decrease,Glycation,good,3.0,3.0,ingredient,176.0,109.0,Alpha Lipoic Acid (decrease) Glycation,decrease,Alpha Lipoic Acid (decrease) Glycation,2003.0,False
2004.0,Alpha Lipoic Acid,decrease,Inflammation,good,2.0,3.0,ingredient,176.0,111.0,Alpha Lipoic Acid (decrease) Inflammation,decrease,Alpha Lipoic Acid (decrease) Inflammation,2004.0,False
2005.0,Alpha Lipoic Acid,increase,Insulin Sensitivity,good,3.0,3.0,ingredient,176.0,112.0,Alpha Lipoic Acid (increase) Insulin Sensitivity,increase,Alpha Lipoic Acid (increase) Insulin Sensitivity,2005.0,False
2006.0,Alpha Lipoic Acid,increase,NAD Levels,good,2.0,3.0,ingredient,176.0,115.0,Alpha Lipoic Acid (increase) NAD Levels,increase,Alpha Lipoic Acid (increase) NAD Levels,2006.0,False
2007.0,Alpha Lipoic Acid,decrease,Oxidative Stress (incl. ROS),good,3.0,3.0,ingredient,176.0,116.0,Alpha Lipoic Acid (decrease) Oxidative Stress (incl. ROS),decrease,Alpha Lipoic Acid (decrease) Oxidative Stress (incl. ROS),2007.0,False
2008.0,Astaxanthin,decrease,DNA Damage,good,2.0,3.0,ingredient,507.0,107.0,Astaxanthin (decrease) DNA Damage,decrease,Astaxanthin (decrease) DNA Damage,2008.0,False
2009.0,Astaxanthin,decrease,Inflammation,good,3.0,3.0,ingredient,507.0,111.0,Astaxanthin (decrease) Inflammation,decrease,Astaxanthin (decrease) Inflammation,2009.0,False
2010.0,Astaxanthin,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,507.0,116.0,Astaxanthin (decrease) Oxidative Stress (incl. ROS),decrease,Astaxanthin (decrease) Oxidative Stress (incl. ROS),2010.0,False
2011.0,Berberine,increase,AMPK Signaling,good,5.0,5.0,ingredient,501.0,102.0,Berberine (increase) AMPK Signaling,increase,Berberine (increase) AMPK Signaling,2011.0,False
2012.0,Berberine,decrease,Inflammation,good,4.0,4.0,ingredient,501.0,111.0,Berberine (decrease) Inflammation,decrease,Berberine (decrease) Inflammation,2012.0,False
2013.0,Berberine,increase,Insulin Sensitivity,good,5.0,5.0,ingredient,501.0,112.0,Berberine (increase) Insulin Sensitivity,increase,Berberine (increase) Insulin Sensitivity,2013.0,False
2014.0,Berberine,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,501.0,116.0,Berberine (decrease) Oxidative Stress (incl. ROS),decrease,Berberine (decrease) Oxidative Stress (incl. ROS),2014.0,False
2015.0,Curcumin,decrease,Cellular Senescence,good,4.0,4.0,ingredient,502.0,106.0,Curcumin (decrease) Cellular Senescence,decrease,Curcumin (decrease) Cellular Senescence,2015.0,False
2016.0,Curcumin,decrease,Inflammation,good,5.0,5.0,ingredient,502.0,111.0,Curcumin (decrease) Inflammation,decrease,Curcumin (decrease) Inflammation,2016.0,False
2017.0,Curcumin,decrease,Oxidative Stress (incl. ROS),good,5.0,5.0,ingredient,502.0,116.0,Curcumin (decrease) Oxidative Stress (incl. ROS),decrease,Curcumin (decrease) Oxidative Stress (incl. ROS),2017.0,False
2018.0,EGCG,decrease,AGEs,good,3.0,3.0,ingredient,509.0,101.0,EGCG (decrease) AGEs,decrease,EGCG (decrease) AGEs,2018.0,False
2019.0,EGCG,increase,AMPK Signaling,good,3.0,3.0,ingredient,509.0,102.0,EGCG (increase) AMPK Signaling,increase,EGCG (increase) AMPK Signaling,2019.0,False
2020.0,EGCG,decrease,Cellular Senescence,good,3.0,3.0,ingredient,509.0,106.0,EGCG (decrease) Cellular Senescence,decrease,EGCG (decrease) Cellular Senescence,2020.0,False
2021.0,EGCG,decrease,DNA Damage,good,3.0,3.0,ingredient,509.0,107.0,EGCG (decrease) DNA Damage,decrease,EGCG (decrease) DNA Damage,2021.0,False
2022.0,EGCG,decrease,Inflammation,good,4.0,4.0,ingredient,509.0,111.0,EGCG (decrease) Inflammation,decrease,EGCG (decrease) Inflammation,2022.0,False
2023.0,EGCG,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,509.0,116.0,EGCG (decrease) Oxidative Stress (incl. ROS),decrease,EGCG (decrease) Oxidative Stress (incl. ROS),2023.0,False
2024.0,EGCG,increase,Sirtuin Activation,good,3.0,3.0,ingredient,509.0,117.0,EGCG (increase) Sirtuin Activation,increase,EGCG (increase) Sirtuin Activation,2024.0,False
2025.0,Fisetin,decrease,Cellular Senescence,good,4.0,3.0,ingredient,503.0,106.0,Fisetin (decrease) Cellular Senescence,decrease,Fisetin (decrease) Cellular Senescence,2025.0,False
2026.0,Fisetin,decrease,Inflammation,good,4.0,4.0,ingredient,503.0,111.0,Fisetin (decrease) Inflammation,decrease,Fisetin (decrease) Inflammation,2026.0,False
2027.0,Fisetin,decrease,Oxidative Stress (incl. ROS),good,4.0,3.0,ingredient,503.0,116.0,Fisetin (decrease) Oxidative Stress (incl. ROS),decrease,Fisetin (decrease) Oxidative Stress (incl. ROS),2027.0,False
2028.0,Glycine,increase,Glutathione Levels,good,3.0,3.0,ingredient,506.0,119.0,Glycine (increase) Glutathione Levels,increase,Glycine (increase) Glutathione Levels,2028.0,False
2029.0,Glycine,decrease,Inflammation,good,2.0,3.0,ingredient,506.0,111.0,Glycine (decrease) Inflammation,decrease,Glycine (decrease) Inflammation,2029.0,False
2030.0,NAC,decrease,DNA Damage,good,3.0,3.0,ingredient,504.0,107.0,NAC (decrease) DNA Damage,decrease,NAC (decrease) DNA Damage,2030.0,False
2031.0,NAC,increase,Glutathione Levels,good,5.0,5.0,ingredient,504.0,119.0,NAC (increase) Glutathione Levels,increase,NAC (increase) Glutathione Levels,2031.0,False
2032.0,NAC,decrease,Inflammation,good,4.0,4.0,ingredient,504.0,111.0,NAC (decrease) Inflammation,decrease,NAC (decrease) Inflammation,2032.0,False
2033.0,NAC,decrease,Oxidative Stress (incl. ROS),good,5.0,4.0,ingredient,504.0,116.0,NAC (decrease) Oxidative Stress (incl. ROS),decrease,NAC (decrease) Oxidative Stress (incl. ROS),2033.0,False
2034.0,NR,increase,AMPK Signaling,good,2.0,3.0,ingredient,180.0,102.0,NR (increase) AMPK Signaling,increase,NR (increase) AMPK Signaling,2034.0,False
2035.0,NR,decrease,CD38 Activity,good,3.0,3.0,ingredient,180.0,105.0,NR (decrease) CD38 Activity,decrease,NR (decrease) CD38 Activity,2035.0,False
2036.0,NR,increase,NAD Levels,good,5.0,5.0,ingredient,180.0,115.0,NR (increase) NAD Levels,increase,NR (increase) NAD Levels,2036.0,False
2037.0,NR,decrease,Oxidative Stress (incl. ROS),good,2.0,3.0,ingredient,180.0,116.0,NR (decrease) Oxidative Stress (incl. ROS),decrease,NR (decrease) Oxidative Stress (incl. ROS),2037.0,False
2038.0,NR,increase,Sirtuin Activation,good,3.0,3.0,ingredient,180.0,117.0,NR (increase) Sirtuin Activation,increase,NR (increase) Sirtuin Activation,2038.0,False
2039.0,Pterostilbene,decrease,Inflammation,good,3.0,3.0,ingredient,505.0,111.0,Pterostilbene (decrease) Inflammation,decrease,Pterostilbene (decrease) Inflammation,2039.0,False
2040.0,Pterostilbene,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,505.0,116.0,Pterostilbene (decrease) Oxidative Stress (incl. ROS),decrease,Pterostilbene (decrease) Oxidative Stress (incl. ROS),2040.0,False
2041.0,Pterostilbene,increase,Sirtuin Activation,good,3.0,3.0,ingredient,505.0,117.0,Pterostilbene (increase) Sirtuin Activation,increase,Pterostilbene (increase) Sirtuin Activation,2041.0,False
2042.0,Quercetin,increase,AMPK Signaling,good,3.0,3.0,ingredient,201.0,102.0,Quercetin (increase) AMPK Signaling,increase,Quercetin (increase) AMPK Signaling,2042.0,False
2043.0,Quercetin,decrease,Cellular Senescence,good,3.0,3.0,ingredient,201.0,106.0,Quercetin (decrease) Cellular Senescence,decrease,Quercetin (decrease) Cellular Senescence,2043.0,False
2044.0,Quercetin,decrease,DNA Damage,good,2.0,3.0,ingredient,201.0,107.0,Quercetin (decrease) DNA Damage,decrease,Quercetin (decrease) DNA Damage,2044.0,False
2045.0,Quercetin,decrease,Inflammation,good,5.0,5.0,ingredient,201.0,111.0,Quercetin (decrease) Inflammation,decrease,Quercetin (decrease) Inflammation,2045.0,False
2046.0,Quercetin,increase,Insulin Sensitivity,good,3.0,3.0,ingredient,201.0,112.0,Quercetin (increase) Insulin Sensitivity,increase,Quercetin (increase) Insulin Sensitivity,2046.0,False
2047.0,Quercetin,decrease,Oxidative Stress (incl. ROS),good,5.0,5.0,ingredient,201.0,116.0,Quercetin (decrease) Oxidative Stress (incl. ROS),decrease,Quercetin (decrease) Oxidative Stress (incl. ROS),2047.0,False
2048.0,Quercetin,increase,Sirtuin Activation,good,2.0,3.0,ingredient,201.0,117.0,Quercetin (increase) Sirtuin Activation,increase,Quercetin (increase) Sirtuin Activation,2048.0,False
2049.0,Resveratrol,increase,AMPK Signaling,good,3.0,3.0,ingredient,202.0,102.0,Resveratrol (increase) AMPK Signaling,increase,Resveratrol (increase) AMPK Signaling,2049.0,False
2050.0,Resveratrol,decrease,Inflammation,good,3.0,3.0,ingredient,202.0,111.0,Resveratrol (decrease) Inflammation,decrease,Resveratrol (decrease) Inflammation,2050.0,False
2051.0,Resveratrol,increase,NAD Levels,good,2.0,3.0,ingredient,202.0,115.0,Resveratrol (increase) NAD Levels,increase,Resveratrol (increase) NAD Levels,2051.0,False
2052.0,Resveratrol,decrease,Oxidative Stress (incl. ROS),good,3.0,3.0,ingredient,202.0,116.0,Resveratrol (decrease) Oxidative Stress (incl. ROS),decrease,Resveratrol (decrease) Oxidative Stress (incl. ROS),2052.0,False
2053.0,Resveratrol,increase,Sirtuin Activation,good,5.0,5.0,ingredient,202.0,117.0,Resveratrol (increase) Sirtuin Activation,increase,Resveratrol (increase) Sirtuin Activation,2053.0,False
2054.0,Spermidine,increase,Autophagy,good,4.0,4.0,ingredient,510.0,103.0,Spermidine (increase) Autophagy,increase,Spermidine (increase) Autophagy,2054.0,False
2055.0,Spermidine,decrease,Cellular Senescence,good,3.0,3.0,ingredient,510.0,106.0,Spermidine (decrease) Cellular Senescence,decrease,Spermidine (decrease) Cellular Senescence,2055.0,False
2056.0,Spermidine,decrease,Inflammation,good,3.0,3.0,ingredient,510.0,111.0,Spermidine (decrease) Inflammation,decrease,Spermidine (decrease) Inflammation,2056.0,False
2057.0,Spermidine,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,510.0,116.0,Spermidine (decrease) Oxidative Stress (incl. ROS),decrease,Spermidine (decrease) Oxidative Stress (incl. ROS),2057.0,False
2058.0,Sulforaphane,increase,Glutathione Levels,good,4.0,4.0,ingredient,508.0,119.0,Sulforaphane (increase) Glutathione Levels,increase,Sulforaphane (increase) Glutathione Levels,2058.0,False
2059.0,Sulforaphane,decrease,Inflammation,good,4.0,3.0,ingredient,508.0,111.0,Sulforaphane (decrease) Inflammation,decrease,Sulforaphane (decrease) Inflammation,2059.0,False
2060.0,Sulforaphane,decrease,Oxidative Stress (incl. ROS),good,4.0,4.0,ingredient,508.0,116.0,Sulforaphane (decrease) Oxidative Stress (incl. ROS),decrease,Sulforaphane (decrease) Oxidative Stress (incl. ROS),2060.0,False
